C:\self0\IMG\center_2024_01_09_18_26_14_918.jpg,C:\self0\IMG\left_2024_01_09_18_26_14_918.jpg,C:\self0\IMG\right_2024_01_09_18_26_14_918.jpg,-0.1,1,0,3.494057
C:\self0\IMG\center_2024_01_09_18_26_14_989.jpg,C:\self0\IMG\left_2024_01_09_18_26_14_989.jpg,C:\self0\IMG\right_2024_01_09_18_26_14_989.jpg,-0.3,1,0,4.422632
C:\self0\IMG\center_2024_01_09_18_26_15_058.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_058.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_058.jpg,-0.45,1,0,5.103456
C:\self0\IMG\center_2024_01_09_18_26_15_131.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_131.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_131.jpg,0,1,0,6.009797
C:\self0\IMG\center_2024_01_09_18_26_15_204.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_204.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_204.jpg,0,1,0,6.698439
C:\self0\IMG\center_2024_01_09_18_26_15_272.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_272.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_272.jpg,-0.2,1,0,7.602977
C:\self0\IMG\center_2024_01_09_18_26_15_345.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_345.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_345.jpg,-0.35,1,0,8.26166
C:\self0\IMG\center_2024_01_09_18_26_15_422.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_422.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_422.jpg,0,1,0,9.121884
C:\self0\IMG\center_2024_01_09_18_26_15_497.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_497.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_497.jpg,0,1,0,10.0094
C:\self0\IMG\center_2024_01_09_18_26_15_574.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_574.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_574.jpg,-0.1,1,0,10.8942
C:\self0\IMG\center_2024_01_09_18_26_15_643.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_643.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_643.jpg,-0.25,1,0,11.6367
C:\self0\IMG\center_2024_01_09_18_26_15_719.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_719.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_719.jpg,-0.45,1,0,12.45221
C:\self0\IMG\center_2024_01_09_18_26_15_793.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_793.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_793.jpg,0,1,0,13.29903
C:\self0\IMG\center_2024_01_09_18_26_15_869.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_869.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_869.jpg,-0.05,1,0,14.15539
C:\self0\IMG\center_2024_01_09_18_26_15_936.jpg,C:\self0\IMG\left_2024_01_09_18_26_15_936.jpg,C:\self0\IMG\right_2024_01_09_18_26_15_936.jpg,-0.2,1,0,14.55868
C:\self0\IMG\center_2024_01_09_18_26_16_007.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_007.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_007.jpg,-0.35,1,0,15.3195
C:\self0\IMG\center_2024_01_09_18_26_16_081.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_081.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_081.jpg,0,1,0,16.13501
C:\self0\IMG\center_2024_01_09_18_26_16_160.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_160.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_160.jpg,-0.15,1,0,16.95807
C:\self0\IMG\center_2024_01_09_18_26_16_241.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_241.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_241.jpg,-0.35,1,0,17.74109
C:\self0\IMG\center_2024_01_09_18_26_16_309.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_309.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_309.jpg,-0.5500001,1,0,18.45655
C:\self0\IMG\center_2024_01_09_18_26_16_383.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_383.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_383.jpg,0,1,0,19.02422
C:\self0\IMG\center_2024_01_09_18_26_16_457.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_457.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_457.jpg,-0.15,1,0,19.84696
C:\self0\IMG\center_2024_01_09_18_26_16_534.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_534.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_534.jpg,-0.35,1,0,20.62559
C:\self0\IMG\center_2024_01_09_18_26_16_603.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_603.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_603.jpg,-0.5000001,1,0,21.14728
C:\self0\IMG\center_2024_01_09_18_26_16_681.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_681.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_681.jpg,0,1,0,21.90716
C:\self0\IMG\center_2024_01_09_18_26_16_749.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_749.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_749.jpg,-0.15,1,0,22.69684
C:\self0\IMG\center_2024_01_09_18_26_16_821.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_821.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_821.jpg,-0.3,1,0,23.27613
C:\self0\IMG\center_2024_01_09_18_26_16_893.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_893.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_893.jpg,-0.5000001,1,0,23.95364
C:\self0\IMG\center_2024_01_09_18_26_16_968.jpg,C:\self0\IMG\left_2024_01_09_18_26_16_968.jpg,C:\self0\IMG\right_2024_01_09_18_26_16_968.jpg,0,1,0,24.61473
C:\self0\IMG\center_2024_01_09_18_26_17_040.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_040.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_040.jpg,0,1,0,25.17475
C:\self0\IMG\center_2024_01_09_18_26_17_117.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_117.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_117.jpg,-0.15,1,0,25.93525
C:\self0\IMG\center_2024_01_09_18_26_17_195.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_195.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_195.jpg,-0.35,1,0,26.65132
C:\self0\IMG\center_2024_01_09_18_26_17_275.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_275.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_275.jpg,-0.5500001,1,0,27.27411
C:\self0\IMG\center_2024_01_09_18_26_17_343.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_343.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_343.jpg,0,1,0,27.76074
C:\self0\IMG\center_2024_01_09_18_26_17_421.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_421.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_421.jpg,0,1,0,28.48539
C:\self0\IMG\center_2024_01_09_18_26_17_490.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_490.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_490.jpg,-0.1,1,0,29.2211
C:\self0\IMG\center_2024_01_09_18_26_17_556.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_556.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_556.jpg,-0.25,1,0,29.75346
C:\self0\IMG\center_2024_01_09_18_26_17_634.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_634.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_634.jpg,0,1,0,30.18331
C:\self0\IMG\center_2024_01_09_18_26_17_703.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_703.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_703.jpg,0,1,0,30.18869
C:\self0\IMG\center_2024_01_09_18_26_17_775.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_775.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_775.jpg,-0.05,1,0,30.1901
C:\self0\IMG\center_2024_01_09_18_26_17_846.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_846.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_846.jpg,0,1,0,30.19007
C:\self0\IMG\center_2024_01_09_18_26_17_916.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_916.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_916.jpg,0,1,0,30.19028
C:\self0\IMG\center_2024_01_09_18_26_17_983.jpg,C:\self0\IMG\left_2024_01_09_18_26_17_983.jpg,C:\self0\IMG\right_2024_01_09_18_26_17_983.jpg,0,1,0,30.19029
C:\self0\IMG\center_2024_01_09_18_26_18_051.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_051.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_051.jpg,0,1,0,30.19027
C:\self0\IMG\center_2024_01_09_18_26_18_123.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_123.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_123.jpg,0,1,0,30.19029
C:\self0\IMG\center_2024_01_09_18_26_18_203.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_203.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_203.jpg,-0.1,1,0,30.18775
C:\self0\IMG\center_2024_01_09_18_26_18_276.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_276.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_276.jpg,-0.3,1,0,30.1685
C:\self0\IMG\center_2024_01_09_18_26_18_345.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_345.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_345.jpg,0,1,0,30.18146
C:\self0\IMG\center_2024_01_09_18_26_18_425.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_425.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_425.jpg,0,1,0,30.18923
C:\self0\IMG\center_2024_01_09_18_26_18_497.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_497.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_497.jpg,-0.2,1,0,30.18349
C:\self0\IMG\center_2024_01_09_18_26_18_573.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_573.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_573.jpg,0,1,0,30.18939
C:\self0\IMG\center_2024_01_09_18_26_18_641.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_641.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_641.jpg,0,1,0,30.18977
C:\self0\IMG\center_2024_01_09_18_26_18_718.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_718.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_718.jpg,0,1,0,30.19022
C:\self0\IMG\center_2024_01_09_18_26_18_785.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_785.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_785.jpg,0,1,0,30.19029
C:\self0\IMG\center_2024_01_09_18_26_18_861.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_861.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_861.jpg,0,1,0,30.19032
C:\self0\IMG\center_2024_01_09_18_26_18_931.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_931.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_931.jpg,-0.1,1,0,30.18796
C:\self0\IMG\center_2024_01_09_18_26_18_998.jpg,C:\self0\IMG\left_2024_01_09_18_26_18_998.jpg,C:\self0\IMG\right_2024_01_09_18_26_18_998.jpg,-0.25,1,0,30.17508
C:\self0\IMG\center_2024_01_09_18_26_19_069.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_069.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_069.jpg,0,1,0,30.18888
C:\self0\IMG\center_2024_01_09_18_26_19_140.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_140.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_140.jpg,0,1,0,30.19009
C:\self0\IMG\center_2024_01_09_18_26_19_210.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_210.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_210.jpg,0,1,0,30.19054
C:\self0\IMG\center_2024_01_09_18_26_19_289.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_289.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_289.jpg,-0.15,1,0,30.18519
C:\self0\IMG\center_2024_01_09_18_26_19_366.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_366.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_366.jpg,-0.3,1,0,30.17036
C:\self0\IMG\center_2024_01_09_18_26_19_449.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_449.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_449.jpg,-0.5500001,1,0,30.13995
C:\self0\IMG\center_2024_01_09_18_26_19_527.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_527.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_527.jpg,0,1,0,30.18426
C:\self0\IMG\center_2024_01_09_18_26_19_604.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_604.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_604.jpg,0,1,0,30.18989
C:\self0\IMG\center_2024_01_09_18_26_19_688.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_688.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_688.jpg,0,1,0,30.18989
C:\self0\IMG\center_2024_01_09_18_26_19_766.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_766.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_766.jpg,0,1,0,30.19005
C:\self0\IMG\center_2024_01_09_18_26_19_837.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_837.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_837.jpg,0,1,0,30.18854
C:\self0\IMG\center_2024_01_09_18_26_19_916.jpg,C:\self0\IMG\left_2024_01_09_18_26_19_916.jpg,C:\self0\IMG\right_2024_01_09_18_26_19_916.jpg,0,1,0,30.19043
C:\self0\IMG\center_2024_01_09_18_26_20_004.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_004.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_004.jpg,0,1,0,30.19028
C:\self0\IMG\center_2024_01_09_18_26_20_073.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_073.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_073.jpg,0,1,0,30.1911
C:\self0\IMG\center_2024_01_09_18_26_20_157.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_157.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_157.jpg,0,1,0,30.19061
C:\self0\IMG\center_2024_01_09_18_26_20_243.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_243.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_243.jpg,0,1,0,30.19044
C:\self0\IMG\center_2024_01_09_18_26_20_310.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_310.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_310.jpg,0,1,0,30.1904
C:\self0\IMG\center_2024_01_09_18_26_20_387.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_387.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_387.jpg,0,1,0,30.19043
C:\self0\IMG\center_2024_01_09_18_26_20_466.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_466.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_466.jpg,-0.2,1,0,30.17953
C:\self0\IMG\center_2024_01_09_18_26_20_542.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_542.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_542.jpg,0,1,0,30.18939
C:\self0\IMG\center_2024_01_09_18_26_20_609.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_609.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_609.jpg,0,1,0,30.1902
C:\self0\IMG\center_2024_01_09_18_26_20_677.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_677.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_677.jpg,0,1,0,30.19028
C:\self0\IMG\center_2024_01_09_18_26_20_755.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_755.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_755.jpg,0,1,0,30.19034
C:\self0\IMG\center_2024_01_09_18_26_20_837.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_837.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_837.jpg,-0.05,1,0,30.18977
C:\self0\IMG\center_2024_01_09_18_26_20_918.jpg,C:\self0\IMG\left_2024_01_09_18_26_20_918.jpg,C:\self0\IMG\right_2024_01_09_18_26_20_918.jpg,-0.25,1,0,30.17532
C:\self0\IMG\center_2024_01_09_18_26_21_000.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_000.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_000.jpg,0,1,0,30.18136
C:\self0\IMG\center_2024_01_09_18_26_21_071.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_071.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_071.jpg,0,1,0,30.18925
C:\self0\IMG\center_2024_01_09_18_26_21_144.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_144.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_144.jpg,0,1,0,30.19001
C:\self0\IMG\center_2024_01_09_18_26_21_215.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_215.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_215.jpg,-0.1,1,0,30.18897
C:\self0\IMG\center_2024_01_09_18_26_21_283.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_283.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_283.jpg,-0.25,1,0,30.17678
C:\self0\IMG\center_2024_01_09_18_26_21_358.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_358.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_358.jpg,0,1,0,30.18191
C:\self0\IMG\center_2024_01_09_18_26_21_435.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_435.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_435.jpg,0,1,0,30.18921
C:\self0\IMG\center_2024_01_09_18_26_21_506.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_506.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_506.jpg,0,1,0,30.19004
C:\self0\IMG\center_2024_01_09_18_26_21_584.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_584.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_584.jpg,-0.1,1,0,30.18897
C:\self0\IMG\center_2024_01_09_18_26_21_664.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_664.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_664.jpg,-0.3,1,0,30.17124
C:\self0\IMG\center_2024_01_09_18_26_21_746.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_746.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_746.jpg,0,1,0,30.18834
C:\self0\IMG\center_2024_01_09_18_26_21_823.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_823.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_823.jpg,-0.05,1,0,30.1906
C:\self0\IMG\center_2024_01_09_18_26_21_898.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_898.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_898.jpg,-0.25,1,0,30.17804
C:\self0\IMG\center_2024_01_09_18_26_21_973.jpg,C:\self0\IMG\left_2024_01_09_18_26_21_973.jpg,C:\self0\IMG\right_2024_01_09_18_26_21_973.jpg,0,1,0,30.18216
C:\self0\IMG\center_2024_01_09_18_26_22_053.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_053.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_053.jpg,0,1,0,30.18925
C:\self0\IMG\center_2024_01_09_18_26_22_133.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_133.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_133.jpg,0,1,0,30.19013
C:\self0\IMG\center_2024_01_09_18_26_22_225.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_225.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_225.jpg,-0.15,1,0,30.18598
C:\self0\IMG\center_2024_01_09_18_26_22_310.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_310.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_310.jpg,-0.4,1,0,30.15924
C:\self0\IMG\center_2024_01_09_18_26_22_380.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_380.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_380.jpg,0,1,0,30.18728
C:\self0\IMG\center_2024_01_09_18_26_22_457.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_457.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_457.jpg,0,1,0,30.18941
C:\self0\IMG\center_2024_01_09_18_26_22_536.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_536.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_536.jpg,0,1,0,30.18886
C:\self0\IMG\center_2024_01_09_18_26_22_608.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_608.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_608.jpg,0,1,0,30.19065
C:\self0\IMG\center_2024_01_09_18_26_22_697.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_697.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_697.jpg,0,1,0,30.19033
C:\self0\IMG\center_2024_01_09_18_26_22_776.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_776.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_776.jpg,0,1,0,30.18909
C:\self0\IMG\center_2024_01_09_18_26_22_855.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_855.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_855.jpg,0,1,0,30.19061
C:\self0\IMG\center_2024_01_09_18_26_22_937.jpg,C:\self0\IMG\left_2024_01_09_18_26_22_937.jpg,C:\self0\IMG\right_2024_01_09_18_26_22_937.jpg,0,1,0,30.1903
C:\self0\IMG\center_2024_01_09_18_26_23_022.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_022.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_022.jpg,0,1,0,30.19023
C:\self0\IMG\center_2024_01_09_18_26_23_103.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_103.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_103.jpg,0,1,0,30.19023
C:\self0\IMG\center_2024_01_09_18_26_23_186.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_186.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_186.jpg,0,1,0,30.19027
C:\self0\IMG\center_2024_01_09_18_26_23_271.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_271.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_271.jpg,0,1,0,30.19021
C:\self0\IMG\center_2024_01_09_18_26_23_353.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_353.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_353.jpg,0,1,0,30.19025
C:\self0\IMG\center_2024_01_09_18_26_23_433.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_433.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_433.jpg,0,1,0,30.19024
C:\self0\IMG\center_2024_01_09_18_26_23_510.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_510.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_510.jpg,0,1,0,30.19021
C:\self0\IMG\center_2024_01_09_18_26_23_589.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_589.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_589.jpg,0,1,0,30.19072
C:\self0\IMG\center_2024_01_09_18_26_23_664.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_664.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_664.jpg,0,1,0,30.19076
C:\self0\IMG\center_2024_01_09_18_26_23_742.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_742.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_742.jpg,0,1,0,30.19119
C:\self0\IMG\center_2024_01_09_18_26_23_817.jpg,C:\self0\IMG\left_2024_01_09_18_26_23_817.jpg,C:\self0\IMG\right_2024_01_09_18_26_23_817.jpg,0,1,0,30.19084
